,gapfraction
4438,0.4017448478432184
4441,0.4143138019693219
4444,0.3839461262308262
4452,0.43597315863628044
4471,0.45350123779123913
4474,0.4083994682671719
4477,0.405645283259172
4489,0.2987335525006567
4495,0.3164526733902744
4503,0.2945624746272696
4515,0.3822665509802829
4525,0.30205290264035595
4543,0.3594450237608158
4552,0.34196470503952175
4554,0.3448542112762384
4558,0.39292508775979684
4577,0.43061602999355236
4592,0.09493978205322104
4598,0.3072030694038702
4602,0.29585200633621755
4603,0.29715745818972034
4616,0.010881418803282734
4619,0.5629761118230954
4641,0.43087075230643096
4645,0.4684661736728569
4654,0.4807246849801396
4665,0.49040413286952644
4668,0.489751406942775
4671,0.48812755219817394
4677,0.4762272441433768
4689,0.4824440605920702
4690,0.4903484123635843
4713,0.5010467495044855
4717,0.508155094048254
4724,0.5071998853749592
4732,0.5001472613371329
4739,0.49362796214189625
4745,0.49710651372714465
4752,0.4800958392702206
4775,0.4535251180080715
4778,0.45720267140025633
4785,0.48281022391683315
4786,0.5060615950392829
4790,0.4279971662142692
4794,0.40736465887110257
4798,0.4468943778009504
4802,0.41948784894966845
4810,0.49894529042323704
4813,0.49693139213704063
4816,0.49994825953019656
4826,0.5016039545639075
4828,0.525826454504207
4836,0.46899949851544653
4839,0.44823963001584055
4840,0.47864710611572353
4866,0.43820993894624566
4870,0.44485659929792165
4877,0.4414815286522802
4897,0.4210957835497146
4922,0.5471753683523446
4925,0.5137669450038607
4928,0.5194106362485771
4949,0.34145526041376456
4952,0.36015347019350935
4959,0.45295199280409465
4962,0.42906381589944836
4966,0.45239478774467273
4970,0.32660176554403114
4983,0.4240171300755411
4986,0.37808751303461835
4996,0.2767796731594323
4997,0.28962722981524675
5012,0.3576062470647233
5015,0.36274049368368266
5018,0.3116447897346908
5026,0.29944199893335033
5029,0.33960056357311724
5035,0.3518829550972323
5044,0.38752815875568153
5049,0.43829749974129767
5059,0.5770097192482507
5068,0.5990193190954174
5076,0.5970213409537759
5099,0.6054590175678796
5100,0.6378565117371265
5116,0.36852746622939336
5119,0.33807222969584566
5122,0.2990758356085873
5130,0.3267370867727479
5133,0.3532600476012322
5144,0.282479084910091
5161,0.2948251570124257
5175,0.19723467089081168
5185,0.4756302387225676
5189,0.46757464557778183
5193,0.6624212947853566
5196,0.6726181473727781
5214,0.8018658409418358
5217,0.7643659404427392
5230,0.7699777913983459
5233,0.776799573340126
5239,0.8418174437023889
5243,0.8720895985735551
5249,0.8885191877542248
5255,0.7662445175002189
5258,0.7581889243554332
5264,0.726452116185215
5267,0.7819497401036402
5270,0.7895516091286109
5273,0.7899814530315935
5277,0.7621689604941613
5278,0.7073240625024875
5299,0.4499032851218289
5302,0.12387464478177462
5306,0.17790761540114786
5310,0.4471889004752163
5329,0.2699499311453748
5333,0.294586354844102
5335,0.6318466571676471
5339,0.07269138003773075
5342,0.3883321260557046
5367,0.16915153589594595
5390,0.8533913887938103
5394,0.25297905704983803
5399,0.30090665223240226
5403,0.38074617717528875
5415,0.6480215240354382
5416,0.6820587930938413
5427,0.6194209843425378
5434,0.735805201111226
5439,0.7732573411766579
5446,0.7983395289229226
5462,0.78332683260764
5465,0.6532831318108369
5479,0.7929107596296975
5513,0.9939901454305206
5514,1.0
5517,0.71370008039673
5553,0.700040596368615
5560,0.7382250630835728
5564,0.5879946189911405
5572,0.7582605650059303
5575,0.7968430353347609
5582,0.8170377387026674
5583,0.7431921481847055
5589,0.8050419097805408
5592,0.7993186178130497
5595,0.7866143424582295
5598,0.8092925883767025
5601,0.7839477182452816
5610,0.8089662254133267
5616,0.9595230324691348
5619,0.94811624889554
5625,0.8578808695582956
5628,0.9254061626879572
5631,0.8883599863086756
5635,0.9665119759287414
5638,0.9232967435344313
5643,0.7722304918528661
5655,0.6582263366951372
5662,0.5957397693171054
5672,0.564679567290471
5685,0.7368400105072954
5688,0.5334124033846227
5696,0.6979072969982567
5699,0.6809205027581651
5703,0.6195881458603644
5707,0.7668415229210281
5708,0.7343644280290065
5716,0.7784950687352241
5719,0.8188685553264824
5720,0.8605952542049082
5735,0.2571740151400575
5741,0.7707499184092591
5764,0.22160841220438282
5767,0.040405326880368075
5773,0.25285965596567617
5776,0.250431833921052
5780,0.2019470336790658
5785,0.5317726284954667
5789,0.7230213250336313
5792,0.8256186966177653
5795,0.6967212462289157
5799,0.8985249986069873
5829,0.8401299083795681
5839,0.06041694858589316
5842,0.543187372141339
5846,0.6167464000573125
5853,0.43223988473815345
5856,0.20431117514547031
5862,0.36395838474213343
5865,0.4172431085674258
5868,0.3768377816870577
5872,0.5696625725361586
5881,0.46167623202018676
5883,0.5367795139579867
5890,0.4899265285328791
5898,0.4998606987351445
5904,0.5250463674210162
5918,0.6246985122624913
5924,0.627396976764549
5927,0.5283736776329929
5932,0.5445963049344488
5945,0.6051724549658911
5949,0.6048858923639027
5956,0.6502423842008486
5960,0.6549706671336576
5961,0.6548751462663281
5964,0.6045436092559721
5976,0.6370207041479936
5979,0.6374425879786988
5982,0.6518980792345594
5983,0.6566502423842009
5990,0.605013253520342
5995,0.6326267442508378
6009,0.6543418214237385
6013,0.6288695901358784
6016,0.6398226495896583
6019,0.6387639599767566
6023,0.5218702985823112
6026,0.5432192124304489
6035,0.5750913418293838
6045,0.5469604464008533
6074,0.4376288536699913
6083,0.579055457823557
6091,0.5963208545933597
6095,0.586434444824759
6099,0.599799406178608
6113,0.34604822211785685
6117,0.38549834032493013
6121,0.46870497584118065
6132,0.380244692621809
6136,0.40992780214444346
6145,0.5199996815971089
6148,0.4665637163985449
6151,0.5183758268525078
6154,0.4812500497504517
6158,0.3853789392407683
6163,0.6627715379655648
6171,0.6166588392622605
6177,0.6028321937163189
6180,0.597650186663695
6184,0.33217381613825053
6191,0.6151782658186536
6192,0.6588870226941661
6195,0.5974113844953712
6197,0.5581363878784019
6214,0.2297276859273882
6218,0.1309033886027685
6222,0.26125753221839254
6223,0.16492473751661665
6233,0.6193732239088731
6236,0.597459144929036
6240,0.2902481154528883
6246,0.7443941190986014
6249,0.7452378867600118
6252,0.7670962452339067
6257,0.5299736521607616
6265,0.6960526001576094
6266,0.7218511944088453
6275,0.6455300214125944
6282,0.7669290837160802
6285,0.7664992398130975
6290,0.735176355401307
6293,0.7375882573013763
6296,0.7840193588957788
6297,0.7763856495816982
6309,0.7595341765703233
6336,0.13848933748318434
6339,0.3690687511442604
6350,0.3305340412490945
6351,0.2503601932705549
6354,0.2592754742213059
6358,0.3336941899432447
6361,0.32188144268349955
6365,0.3069483470909916
6369,0.3128467606485867
6372,0.28082338987638006
6373,0.13237600197409793
6380,0.651699077427623
6383,0.5823907281078112
6386,0.5405207479283912
6392,0.6578522132980967
6394,0.7775398600619293
6400,0.3737811139325145
6408,0.5199280409466118
6412,0.49689159177565334
6418,0.35143719104969473
6421,0.5601582462368758
6424,0.5294323672458946
6427,0.4921871890596767
6428,0.41066012879396946
6471,0.4676144459391691
6476,0.48548480820205847
6480,0.44154520923049984
6485,0.3341081137016724
6489,0.3929171276875194
6493,0.2111249970149729
6496,0.32158692000923367
6499,0.4074522196661546
6503,0.4130879508385936
6506,0.471188518391747
6536,0.42464597578546015
6542,0.4381064580066387
6545,0.4063935300532529
6547,0.3016628590987606
6551,0.5181529448287391
6558,0.4695407834303135
6568,0.3582032524855326
6582,0.6401092121916467
6586,0.6435081630541205
6589,0.5517842502009919
6593,0.5212892133060568
6602,0.4880797917645092
6606,0.7508736179324508
6612,0.47737349455133055
6615,0.4386557029937832
6619,0.4736163404363712
6622,0.4996616969282081
6625,0.4719924856917701
6626,0.4945513305260812
6638,0.6184498555246881
6642,0.5643054438934305
6647,0.5307059788102876
6659,0.3994364268827561
6686,0.34240250901478186
6689,0.469636304297643
6693,0.46275084177764336
6696,0.4275832424558415
6699,0.4216291083923042
6708,0.1007904351771514
6722,0.8160904901016501
6725,0.6937043788357599
6729,0.41373271669306755
6732,0.4391094271135982
6736,0.8419209246419957
6739,0.48761810757241675
6756,0.0072436657724852145
6759,0.857904749775128
6763,0.8405438321379958
6767,0.8852475980481903
6770,0.9274917016246508
6780,0.7271685226901861
6786,0.9179634951085356
6792,1.0
6799,0.6540234185326402
6807,0.7943037722782523
6808,0.6929163316802917
6811,0.353116766300238
6817,0.6807613013126159
6825,0.07915495872702524
6831,0.9108949509261544
6832,0.8612240999148272
6840,0.9538156606461987
6847,0.9602155587572735
6849,0.9964338876196995
6852,0.7412180502598964
6865,0.9999283593495029
6868,1.0
6871,1.0
6878,1.0
6886,1.0
6889,0.9806092639321164
6906,0.8836396634481442
6919,0.7393155929855844
6922,0.6883472501930318
6925,0.5524130959109109
6928,0.6535537742682703
6931,0.6974694930229967
6942,0.4444983960454361
6943,0.3845590517961903
6953,0.6963391627595978
6957,0.5837359803227014
6970,0.7943913330733043
6973,0.7591759733178377
6976,0.7085419535609383
6979,0.7831755912343684
6988,0.5843170655989557
6995,0.23988473815342243
7002,0.46333988712617513
7006,0.10609184331393728
7010,0.49127178074776917
7022,0.5827489313602967
7025,0.5774077228621236
7036,0.5076138091333869
7055,0.49140710197648596
7059,0.4214460267299227
7065,0.32750921378366116
7068,0.1332197696355083
7069,0.14839166739633997
7077,0.6024182699578913
7080,0.5764286339719965
7086,0.7291505806872727
7092,0.5948641613665852
7099,0.2887516218647265
7108,0.5357128642728076
7112,0.5560190086525986
7136,0.32698384901334904
7146,0.4222101936685585
7149,0.4250837797607202
7150,0.3495665740644925
7162,0.28923718627365136
7165,0.33762646564830806
7170,0.3082697190890493
7175,0.4680044894807645
7183,0.21103743621992088
7187,0.21477071011804788
7200,0.48825491335461324
7230,0.39582255406879097
7233,0.017384797853964514
7236,0.34114481759494375
7240,0.26777683141362923
7252,0.43746169215216474
7255,0.4363632021778758
7261,0.3576858477874979
7264,0.34420148534948697
7298,0.40843926862855917
7301,0.2455363894704164
7304,0.4398417537631242
7308,0.21669704760919228
7312,0.5509564026841364
7335,0.5231677903635366
7338,0.5421366426007148
7344,0.30382799875822875
7347,0.3742109578354971
7351,0.42811656729843106
7359,0.029062223884992876
7362,0.6115723530769659
7365,0.23849968557714504
7372,0.5899766769882271
7377,0.6741464812500497
7381,0.6541428196168021
7387,0.8095154704004712
7397,0.7815676566343223
7413,0.3720537782483065
7416,0.28572679439929316
7422,0.3443447666504812
7426,0.3498451765942035
7431,0.3616420037093937
7439,0.6508155094048254
7454,0.19745755291458048
7464,0.5001552214094104
7467,0.2666863015116177
7472,0.25130744187157217
7478,0.5271239462854322
7481,0.6017735041034172
7484,0.6822100344671129
7485,0.719439292508776
7494,0.2769388746049814
7509,0.503952175885757
7513,0.2565292492855835
7525,0.6555517524099119
7528,0.6863333519068353
7539,0.9911961600611333
7541,0.9970468131850637
7545,0.8206118111552453
7565,0.9901295103759542
7568,0.996823931161295
7572,0.9990447913267052
7578,0.9500425863866844
7582,0.9252708414592404
7590,0.7714185644805654
7591,0.7326689326339083
7594,0.9653896057376201
7606,1.0
7609,1.0
7610,1.0
7626,0.7463682170234106
7653,0.356308755283498
7668,1.0
7671,0.9985592269177804
7676,1.0
7677,1.0
7714,0.38387448558032905
7727,0.7736473847182532
7731,0.9668860993257818
7735,0.09447013778885112
7738,0.0014566932267744991
7741,0.31773424502694486
7744,0.001655695033710906
7748,1.0
7753,1.0
7758,1.0
7762,1.0
7765,1.0
7770,1.0
7779,1.0
7787,0.7176005158126836
